Date,FullName,From,To,Subject
2014-01-16 14:54:00,Isak Baza,Isak.Baza@gastech.com.kronos,"Nils.Calixto@gastech.com.kronos, Isak.Baza@gastech.com.kronos",Web site
2014-01-16 14:59:00,Sten Sanjorge Jr.,Sten.Sanjorge Jr.@gastech.com.kronos,"Willem.Vasco-Pais@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",Recommend a good vacation spot?
2014-01-16 15:11:00,Edvard Vann,Edvard.Vann@gastech.com.kronos,"Felix.Resumir@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Minke.Mies@gastech.com.kronos",Resolution of incident
2014-01-16 15:12:00,Ingrid Barranco,Ingrid.Barranco@gastech.com.kronos,"Ada.Campo-Corrente@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.tethys",Maximizing quarterly profits
2014-01-16 15:14:00,Sten Sanjorge Jr.,Sten.Sanjorge Jr.@gastech.com.kronos,"Willem.Vasco-Pais@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",Recommend a good vacation spot?
2014-01-16 15:15:00,Carla Forluniau,Carla.Forluniau@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",You never get a second chance to make a first impression
2014-01-16 15:16:00,Hennie Osvaldo,Hennie.Osvaldo@gastech.com.kronos,"Hennie.Osvaldo@gastech.com.kronos, Isia.Vann@gastech.com.kronos",Vacation scheduling procedures
2014-01-16 15:18:00,Dylan Scozzese,Dylan.Scozzese@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos, Adan.Morlun@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-16 15:28:00,Felix Balas,Felix.Balas@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Vira.Frente@gastech.com.kronos",Field work rotation schedule
2014-01-16 15:29:00,Bertrand Ovan,Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",Don't text and drive!
2014-01-16 15:33:00,Birgitta Frente,Birgitta.Frente@gastech.com.kronos,"Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos",Downhole prediction 2522-00 - check your parameters
2014-01-16 15:44:00,Brand Tempestad,Brand.Tempestad@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos",Downhole prediction 2522-00 - updated
2014-01-16 15:48:00,Bertrand Ovan,Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",Mandatory safety training
2014-01-16 15:53:00,Dylan Scozzese,Dylan.Scozzese@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos, Adan.Morlun@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-16 16:07:00,Albina Hafon,Albina.Hafon@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-16 16:08:00,Rachel Pantanal,Rachel.Pantanal@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",You never get a second chance to make a first impression
2014-01-16 16:12:00,Nils Calixto,Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",Conference report
2014-01-16 16:21:00,Isande Borrasca,Isande.Borrasca@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Felix.Balas@gastech.com.kronos",Field work rotation schedule
2014-01-16 16:25:00,Kanon Herrero,Kanon.Herrero@gastech.com.kronos,"Kanon.Herrero@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Varja.Lagos@gastech.com.kronos",Inspection request for site
2014-01-16 16:26:00,Isak Baza,Isak.Baza@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",Conference report
2014-01-16 16:29:00,Lucas Alcazar,Lucas.Alcazar@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",The most creative spam I've seen lately.
2014-01-16 16:31:00,Lucas Alcazar,Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",Conference report
2014-01-16 16:37:00,Adan Morlun,Adan.Morlun@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos, Adan.Morlun@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-16 16:37:00,Nils Calixto,Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",Conference report
2014-01-16 16:41:00,Isak Baza,Isak.Baza@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",Conference report
2014-01-16 16:49:00,Linda Lagos,Linda.Lagos@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",You never get a second chance to make a first impression
2014-01-16 16:56:00,Dante Coginian,Dante.Coginian@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Emile.Arpa@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-16 17:05:00,Dylan Scozzese,Dylan.Scozzese@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos, Adan.Morlun@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-16 17:09:00,Dylan Scozzese,Dylan.Scozzese@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Albina.Hafon@gastech.com.kronos",Union meeting
2014-01-16 17:19:00,Nils Calixto,Nils.Calixto@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",The most creative spam I've seen lately.
2014-01-16 17:21:00,Adra Nubarron,Adra.Nubarron@gastech.com.kronos,"Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos",Downhole prediction 2522-00 - check your parameters
2014-01-16 17:29:00,Irene Nant,Irene.Nant@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Emile.Arpa@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-16 17:46:00,Henk Mies,Henk.Mies@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos",Don't text and drive!
2014-01-16 17:47:00,Isak Baza,Isak.Baza@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",Anyone have time to help troubleshoot some software?
2014-01-16 17:51:00,Adan Morlun,Adan.Morlun@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Emile.Arpa@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-16 18:01:00,Nils Calixto,Nils.Calixto@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",The most creative spam I've seen lately.
2014-01-16 18:03:00,Elsa Orilla,Elsa.Orilla@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Vira.Frente@gastech.com.kronos",Field work rotation schedule
2014-01-16 18:13:00,Lucas Alcazar,Lucas.Alcazar@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",Anyone have time to help troubleshoot some software?
2014-01-16 18:13:00,Sven Flecha,Sven.Flecha@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",The most creative spam I've seen lately.
2014-01-16 18:15:00,Axel Calzas,Axel.Calzas@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Vira.Frente@gastech.com.kronos",Field work rotation schedule
2014-01-16 18:22:00,Gustav Cazar,Gustav.Cazar@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Vira.Frente@gastech.com.kronos",Field work rotation schedule
2014-01-16 18:24:00,Lucas Alcazar,Lucas.Alcazar@gastech.com.kronos,"Nils.Calixto@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos",Conference report
2014-01-16 18:30:00,Albina Hafon,Albina.Hafon@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Emile.Arpa@gastech.com.kronos",Mandatory safety training
2014-01-16 18:36:00,Gustav Cazar,Gustav.Cazar@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Felix.Balas@gastech.com.kronos",Field work rotation schedule
2014-01-16 18:38:00,Kare Orilla,Kare.Orilla@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Vira.Frente@gastech.com.kronos",Field work rotation schedule
2014-01-16 18:39:00,Inga Ferro,Inga.Ferro@gastech.com.kronos,"Kanon.Herrero@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Varja.Lagos@gastech.com.kronos",Inspection request for site
2014-01-16 18:49:00,Ingrid Barranco,Ingrid.Barranco@gastech.com.kronos,"Ada.Campo-Corrente@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.tethys",Maximizing quarterly profits
2014-01-16 18:52:00,Gustav Cazar,Gustav.Cazar@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Felix.Balas@gastech.com.kronos",Field work rotation schedule
2014-01-16 18:54:00,Isak Baza,Isak.Baza@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",Anyone have time to help troubleshoot some software?
2014-01-16 19:02:00,Lidelse Dedos,Lidelse.Dedos@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Vira.Frente@gastech.com.kronos",Field work rotation schedule
2014-01-16 19:02:00,Emile Arpa,Emile.Arpa@gastech.com.kronos,"Varro.Awelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos",Mandatory safety training
2014-01-16 19:06:00,Henk Mies,Henk.Mies@gastech.com.kronos,"Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Adan.Morlun@gastech.com.kronos",Don't text and drive!
2014-01-16 19:28:00,Brand Tempestad,Brand.Tempestad@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Vira.Frente@gastech.com.kronos",Field work rotation schedule
2014-01-16 19:32:00,Nils Calixto,Nils.Calixto@gastech.com.kronos,"Nils.Calixto@gastech.com.kronos, Isak.Baza@gastech.com.kronos",Web site
2014-01-16 19:39:00,Varro Awelon,Varro.Awelon@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos",Don't text and drive!
2014-01-16 19:56:00,Elsa Orilla,Elsa.Orilla@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Vira.Frente@gastech.com.kronos",Field work rotation schedule
2014-01-16 19:58:00,Adan Morlun,Adan.Morlun@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Irene.Nant@gastech.com.kronos",Don't text and drive!
2014-01-16 20:21:00,Varro Awelon,Varro.Awelon@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Irene.Nant@gastech.com.kronos",Don't text and drive!
2014-01-16 20:40:00,Varja Lagos,Varja.Lagos@gastech.com.kronos,"Kanon.Herrero@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Varja.Lagos@gastech.com.kronos",Inspection request for site
2014-01-16 20:41:00,Ingrid Barranco,Ingrid.Barranco@gastech.com.kronos,"Ada.Campo-Corrente@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.tethys",Maximizing quarterly profits
2014-01-17 08:33:00,Kare Orilla,Kare.Orilla@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,Favor - water plants please next month
2014-01-17 08:46:00,Anda Ribera,Anda.Ribera@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,Late for meeting
2014-01-17 08:52:00,Willem Vasco-Pais,Willem.Vasco-Pais@gastech.com.kronos,"Sten.Sanjorge Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos",Managing perceptions about the IPO
2014-01-17 08:55:00,Henk Mies,Henk.Mies@gastech.com.kronos,"Benito.Hawelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos",Who took the toolbox out of my truck?
2014-01-17 09:09:00,Benito Hawelon,Benito.Hawelon@gastech.com.kronos,"Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",List of repairs needed
2014-01-17 09:13:00,Ruscella Mies Haber,Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",Dress for success - Dress to impress
2014-01-17 09:23:00,Benito Hawelon,Benito.Hawelon@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,Are you buying coffee?
2014-01-17 09:32:00,Isak Baza,Isak.Baza@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",Article - interesting
2014-01-17 09:47:00,Cornelia Lais,Cornelia.Lais@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Late for meeting
2014-01-17 09:58:00,Marin Onda,Marin.Onda@gastech.com.kronos,Vira.Frente@gastech.com.kronos,NO DECAF - HA HA
2014-01-17 10:14:00,Vira Frente,Vira.Frente@gastech.com.kronos,Marin.Onda@gastech.com.kronos,NO DECAF - HA HA
2014-01-17 10:15:00,Birgitta Frente,Birgitta.Frente@gastech.com.kronos,"Lidelse.Dedos@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos",GIS update
2014-01-17 10:15:00,Anda Ribera,Anda.Ribera@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,Late for meeting
2014-01-17 10:16:00,Marin Onda,Marin.Onda@gastech.com.kronos,Vira.Frente@gastech.com.kronos,NO DECAF - HA HA
2014-01-17 10:17:00,Felix Resumir,Felix.Resumir@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Are you buying coffee?
2014-01-17 10:19:00,Cornelia Lais,Cornelia.Lais@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Late for meeting
2014-01-17 10:19:00,Isande Borrasca,Isande.Borrasca@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",GIS update
2014-01-17 10:23:00,Anda Ribera,Anda.Ribera@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,Late for meeting
2014-01-17 10:24:00,Sten Sanjorge Jr.,Sten.Sanjorge Jr.@gastech.com.kronos,"Sten.Sanjorge Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",Managing perceptions about the IPO
2014-01-17 10:40:00,Cornelia Lais,Cornelia.Lais@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Late for meeting
2014-01-17 10:44:00,Isak Baza,Isak.Baza@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos",Question about behavior of field device
2014-01-17 10:46:00,Vira Frente,Vira.Frente@gastech.com.kronos,Marin.Onda@gastech.com.kronos,NO DECAF - HA HA
2014-01-17 10:47:00,Sten Sanjorge Jr.,Sten.Sanjorge Jr.@gastech.com.kronos,"Sten.Sanjorge Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos",Managing perceptions about the IPO
2014-01-17 10:55:00,Sten Sanjorge Jr.,Sten.Sanjorge Jr.@gastech.com.kronos,"Sten.Sanjorge Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos",Managing perceptions about the IPO
2014-01-17 10:56:00,Benito Hawelon,Benito.Hawelon@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,Are you buying coffee?
2014-01-17 10:59:00,Minke Mies,Minke.Mies@gastech.com.kronos,Vira.Frente@gastech.com.kronos,The rest of the files are in your mailbox
2014-01-17 11:25:00,Felix Resumir,Felix.Resumir@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Are you buying coffee?
2014-01-17 11:35:00,Benito Hawelon,Benito.Hawelon@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,Are you buying coffee?
2014-01-17 11:55:00,Marin Onda,Marin.Onda@gastech.com.kronos,Vira.Frente@gastech.com.kronos,NO DECAF - HA HA
2014-01-17 12:03:00,Lidelse Dedos,Lidelse.Dedos@gastech.com.kronos,"Lidelse.Dedos@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos",GIS update
2014-01-17 12:04:00,Lucas Alcazar,Lucas.Alcazar@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos",Question about behavior of field device
2014-01-17 12:05:00,Cecilia Morluniau,Cecilia.Morluniau@gastech.com.kronos,Bertrand.Ovan@gastech.com.kronos,No hurry
2014-01-17 12:07:00,Henk Mies,Henk.Mies@gastech.com.kronos,Sten.Sanjorge Jr.@gastech.com.kronos,Files
2014-01-17 12:11:00,Vira Frente,Vira.Frente@gastech.com.kronos,Minke.Mies@gastech.com.kronos,The rest of the files are in your mailbox
2014-01-17 12:13:00,Adra Nubarron,Adra.Nubarron@gastech.com.kronos,"Lidelse.Dedos@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos",GIS update
2014-01-17 12:15:00,Lucas Alcazar,Lucas.Alcazar@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos",Question about behavior of field device
2014-01-17 12:28:00,Ada Campo-Corrente,Ada.Campo-Corrente@gastech.com.kronos,"Sten.Sanjorge Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos",Managing perceptions about the IPO
2014-01-17 12:29:00,Brand Tempestad,Brand.Tempestad@gastech.com.kronos,"Lidelse.Dedos@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos",GIS update
